t,y_ref,y_meas,e_y,x_meas,z_meas
0.443878173828125,-0.5784084302612347,0.6723185181617737,-1.2507269484230084,-0.08688148856163025,-1.2831757068634033
0.47719812393188477,-0.5717001555066709,0.6786754727363586,-1.2503756282430296,-0.08864156156778336,-1.3133981227874756
0.5106849670410156,-0.5678678543512796,0.6838026642799377,-1.2516705186312174,-0.09001855552196503,-1.3335497379302979
0.5439047813415527,-0.5658111035618313,0.6890076398849487,-1.25481874344678,-0.09142301976680756,-1.3484183549880981
0.5771703720092773,-0.5640037303517939,0.6956962943077087,-1.2597000246595025,-0.09317968040704727,-1.3603732585906982
0.6105563640594482,-0.563651774980643,0.7012195587158203,-1.2648713336964632,-0.0945715382695198,-1.3666290044784546
0.643918514251709,-0.5617056574911047,0.7054873108863831,-1.2671929683774876,-0.09554556012153625,-1.3703140020370483
0.6773488521575928,-0.5617056574911047,0.7113543152809143,-1.2730599727720189,-0.09672212600708008,-1.374827265739441
0.7108497619628906,-0.5617056574911047,0.7175000309944153,-1.2792056884855199,-0.09767558425664902,-1.3798788785934448
0.7439415454864502,-0.5617056574911047,0.7255417108535767,-1.2872473683446812,-0.09845921397209167,-1.3874967098236084
0.7776544094085693,-0.5617056574911047,0.7305588722229004,-1.292264529714005,-0.09872538596391678,-1.3927565813064575
0.8108327388763428,-0.5388745269795258,0.7374839186668396,-1.2763584456463652,-0.0988566130399704,-1.4003148078918457
0.8439149856567383,-0.5299988110527951,0.7464584112167358,-1.276457222269531,-0.0987132266163826,-1.4100861549377441
0.8774831295013428,-0.5200056714641719,0.7538955211639404,-1.2739011926281123,-0.09835023432970047,-1.4178359508514404
0.9108519554138184,-0.5094939135672141,0.761510968208313,-1.271004881775527,-0.0977012887597084,-1.4254655838012695
0.943882942199707,-0.49718123870398867,0.7712844610214233,-1.268465699725412,-0.0964689627289772,-1.43496572971344
0.9772939682006836,-0.4851572335699657,0.7792450189590454,-1.264402252529011,-0.09513317793607712,-1.442658543586731
1.0106539726257324,-0.4597490249219607,0.7852815389633179,-1.2450305638852786,-0.09392406046390533,-1.4485008716583252
1.044003963470459,-0.44736999597202626,0.7933822870254517,-1.240752282997478,-0.09200697392225266,-1.4564284086227417
1.0772998332977295,-0.44736999597202626,0.8036275506019592,-1.2509975465739855,-0.0891466811299324,-1.466548204421997
1.1105294227600098,-0.41648410475407255,0.8118547201156616,-1.2283388248697342,-0.08659160882234573,-1.474790334701538
1.143845796585083,-0.40039408947798644,0.8221465349197388,-1.2225406243977253,-0.08317744731903076,-1.4852056503295898
1.1772079467773438,-0.3850371196268807,0.8282707929611206,-1.2133079125880013,-0.08101043850183487,-1.4914734363555908
1.2105712890625,-0.36811333567697646,0.836327850818634,-1.2044411864956106,-0.07796980440616608,-1.499866247177124
1.244105577468872,-0.3525932283394907,0.8460737466812134,-1.198666975020704,-0.07400503754615784,-1.5104447603225708
1.2772197723388672,-0.339724751573168,0.853550374507904,-1.1932751260810721,-0.07072923332452774,-1.5189249515533447
1.3105792999267578,-0.326495442603858,0.8606683611869812,-1.1871638037908392,-0.06737609952688217,-1.5273948907852173
1.3438880443572998,-0.3155006121333906,0.8657515645027161,-1.1812521766361066,-0.06481170654296875,-1.5337224006652832
1.3772101402282715,-0.3058799821158615,0.87522953748703,-1.1811095196028916,-0.05960913375020027,-1.5462605953216553
1.4105794429779053,-0.2981887454550113,0.8796637058258057,-1.1778524512808168,-0.057015661150217056,-1.552483081817627
1.443925142288208,-0.29216126013730903,0.8852306008338928,-1.177391860971202,-0.05359463766217232,-1.5606908798217773
1.4772250652313232,-0.2855547150913001,0.8915861248970032,-1.1771408399883032,-0.0494900718331337,-1.5708612203598022
1.510582447052002,-0.28275219333974966,0.8961969614028931,-1.1789491547426427,-0.04643673822283745,-1.5789432525634766
1.5439369678497314,-0.28099900045567067,0.90040123462677,-1.1814002350824406,-0.043632928282022476,-1.5872602462768555
1.5771846771240234,-0.2788858486535947,0.9041914343833923,-1.1830772830369871,-0.04101338982582092,-1.596027135848999
1.6105659008026123,-0.27548403350839945,0.9075528383255005,-1.1830368718339,-0.03843400999903679,-1.6053218841552734
1.6439263820648193,-0.27286108903749096,0.9105130434036255,-1.1833741324411164,-0.03559767082333565,-1.615065574645996
1.6772077083587646,-0.2721365424147378,0.9137660264968872,-1.185902568911625,-0.03117012232542038,-1.627298355102539
1.7105309963226318,-0.27336570949561134,0.9160629510879517,-1.189428660583563,-0.026515118777751923,-1.6365909576416016
1.7439284324645996,-0.2759174314545511,0.9176676273345947,-1.193585058789146,-0.022186122834682465,-1.643051028251648
1.777177095413208,-0.27788846530009353,0.9207038283348083,-1.1985922936349018,-0.0110193295404315,-1.6544873714447021
1.8105313777923584,-0.2797452463780918,0.9221258759498596,-1.2018711223279515,-0.004061453975737095,-1.6595948934555054
1.8439350128173828,-0.2825564094746011,0.923981249332428,-1.2065376588070291,0.006629473529756069,-1.6660332679748535
1.8771774768829346,-0.2847545069359468,0.9263169765472412,-1.211071483483188,0.02214464731514454,-1.6739448308944702
1.910526990890503,-0.2860492629510249,0.9282716512680054,-1.2143209142190303,0.036030225455760956,-1.6804263591766357
1.9439539909362793,-0.288724891427115,0.9303807616233826,-1.2191056530504976,0.0507563054561615,-1.6872515678405762
1.9772191047668457,-0.29152313573992317,0.9327318668365479,-1.224255002576471,0.0660676658153534,-1.6944268941879272
2.010519027709961,-0.29295686796703346,0.9353907704353333,-1.2283476384023668,0.08157343417406082,-1.7018814086914062
2.043912172317505,-0.29684839010558944,0.9384346604347229,-1.2352830505403123,0.09685195237398148,-1.7095431089401245
2.077310085296631,-0.297508051098893,0.9418993592262268,-1.2394074103251198,0.11145029962062836,-1.7173409461975098
2.1105196475982666,-0.3010093518952145,0.9468491673469543,-1.2478585192421687,0.12813931703567505,-1.7271288633346558
2.1439149379730225,-0.30292624144997515,0.9513612985610962,-1.2542875400110713,0.1398797631263733,-1.734847068786621
2.1772773265838623,-0.303470743388091,0.9550806879997253,-1.2585514313878163,0.14755703508853912,-1.740498661994934
2.210510015487671,-0.3044226968860317,0.9618092179298401,-1.2662319148158718,0.15814308822155,-1.7495293617248535
2.2438971996307373,-0.3027763261025367,0.9677116274833679,-1.2704879535859046,0.16433368623256683,-1.7563844919204712
2.277255058288574,-0.2967385533499258,0.9739989638328552,-1.270737517182781,0.1684054136276245,-1.7629016637802124
2.310617685317993,-0.28965125669853653,0.9822496175765991,-1.2719008742751357,0.1704593002796173,-1.7706972360610962
2.3438737392425537,-0.2821001196016561,0.9874027371406555,-1.2695028567423117,0.1700281798839569,-1.7752649784088135
2.377246141433716,-0.2720773582981266,0.994479775428772,-1.2665571337268986,0.1675855815410614,-1.7812602519989014
2.4106314182281494,-0.2595686441292412,1.0017813444137573,-1.2613499885429986,0.16309355199337006,-1.7872066497802734
2.443880796432495,-0.24579726768274807,1.0111510753631592,-1.2569483430459072,0.1548542082309723,-1.7945997714996338
2.477252960205078,-0.22931531271064604,1.0187287330627441,-1.2480440457733901,0.14655083417892456,-1.8006107807159424
2.510596752166748,-0.21188753388710524,1.0243988037109375,-1.2362863375980426,0.1394115537405014,-1.8051238059997559
2.543943166732788,-0.19378669380747665,1.0355982780456543,-1.229384971853131,0.12320472300052643,-1.8141279220581055
2.5772340297698975,-0.17592059327296872,1.0410810708999634,-1.217001664172932,0.11437967419624329,-1.818634033203125
2.610597848892212,-0.1583941971825552,1.048249363899231,-1.206643561081786,0.10214903950691223,-1.8246936798095703
2.6438775062561035,-0.13789309065813238,1.0569064617156982,-1.1947995523738306,0.08651126176118851,-1.8323383331298828
2.677250385284424,-0.1190615565770744,1.0635312795639038,-1.1825928361409783,0.0741000697016716,-1.838463544845581
2.710592269897461,-0.10392065009568711,1.0682984590530396,-1.1722191091487266,0.06504851579666138,-1.8430330753326416
2.743910551071167,-0.09235349922937303,1.0773286819458008,-1.1696821811751739,0.048022836446762085,-1.85203218460083
2.7772603034973145,-0.08221774584228847,1.0816093683242798,-1.1638271141665681,0.04025590419769287,-1.8564932346343994
2.81063175201416,-0.07084864240217437,1.0870832204818726,-1.157931862884047,0.030786221846938133,-1.8624367713928223
2.8438704013824463,-0.06378786905607269,1.093554973602295,-1.1573428426583676,0.02052803337574005,-1.8698487281799316
2.8771979808807373,-0.0569515275113048,1.0984349250793457,-1.1553864525906505,0.013785069808363914,-1.8756890296936035
2.910632848739624,-0.05284956361149629,1.1030699014663696,-1.155919465077866,0.008436148054897785,-1.8814871311187744
2.9438722133636475,-0.049846953990733876,1.1075140237808228,-1.1573609777715566,0.0045525068417191505,-1.8872437477111816
2.9771883487701416,-0.045622784360449344,1.1117408275604248,-1.1573636119208741,0.0020927712321281433,-1.892941951751709
