timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_w,quat_x,quat_y,quat_z,u0,u1,u2,u3,voltage_v,wall_time
1775469914844286,-0.007901085,-0.05204699,-2.8390858,-0.0009010839,0.0030764302,0.017199194,-0.0009138648,-0.0086030895,0.0155167645,-0.0013735442,0.001534452,7.0580994e-05,0.6694858,-0.00017697344,0.00016836617,0.7428248,0.7387446,0.73840475,0.7424885,0.7347505,15.743193626403809,2026-04-06T18:05:14.949070
1775469914852286,-0.007935236,-0.05199394,-2.8390749,-0.0009101072,0.0031090775,0.017195052,0.0012606988,-0.0012601116,0.0059595327,-0.0017769254,0.0017118265,-0.00010896361,0.66948575,-0.00018640612,0.0001673673,0.74282485,0.7384362,0.7385306,0.74231493,0.7347335,15.743193626403809,2026-04-06T18:05:14.960928
1775469914864286,-0.007969233,-0.05194044,-2.8390608,-0.0009571045,0.0031788882,0.01723722,-0.0035514624,0.0035316811,0.011570751,-0.0017794197,0.0018300988,0.00025627142,0.66948456,-0.00019611968,0.00016679897,0.742826,0.73839325,0.73857296,0.7422578,0.7348106,15.742593765258789,2026-04-06T18:05:14.969317
1775469914872286,-0.008003283,-0.051886644,-2.8390572,-0.0010229184,0.0031832762,0.017345244,-0.00596013,-0.0045089317,0.01998618,-0.0017516972,0.0018821226,0.0005431474,0.6694824,-0.00020595362,0.00016650578,0.7428279,0.73849946,0.7384892,0.7423992,0.73472273,15.742593765258789,2026-04-06T18:05:14.981129
1775469914884286,-0.008070651,-0.051778767,-2.8390393,-0.0009994138,0.0032368219,0.017406628,0.0042246543,-0.00065820763,0.01152465,-0.002802738,0.0010762472,-0.0006628729,0.6694843,-0.00022410916,0.00015716627,0.7428262,0.7382583,0.73857766,0.74243677,0.73448455,15.74199390411377,2026-04-06T18:05:14.989498
1775469914892286,-0.008113916,-0.05172073,-2.8390381,-0.0010816279,0.003276292,0.0174516,-0.0067752833,-0.00027916575,0.012568663,-0.0033294824,0.00023434247,-0.00078196096,0.66948605,-0.0002333775,0.00014791753,0.7428246,0.73842335,0.73848236,0.7426426,0.73428434,15.74199390411377,2026-04-06T18:05:15.001079
1775469914904286,-0.008157254,-0.051662512,-2.8390334,-0.0011502523,0.0033150285,0.01749269,-0.0051629264,-0.0002299025,0.011892057,-0.0016504677,0.0013888858,5.6111352e-05,0.6694852,-0.00024144452,0.00014684192,0.7428253,0.7384414,0.7385059,0.7420111,0.73495173,15.74139404296875,2026-04-06T18:05:15.009441
1775469914916286,-0.008244356,-0.051546104,-2.8390145,-0.0013120485,0.0033232877,0.017539214,-0.006012554,-0.0068266983,0.011322088,-0.0021565147,0.0016837739,0.0002016585,0.66948277,-0.00026032535,0.00014426684,0.7428276,0.738139,0.7385539,0.7420579,0.73468584,15.741033554077148,2026-04-06T18:05:15.021875
1775469914924286,-0.008308054,-0.051500514,-2.839006,-0.0013739733,0.003290315,0.017624004,-0.0022057565,-0.00751934,0.017241573,-0.0022242449,0.00096442894,0.00032913694,0.6694811,-0.00026876104,0.00014046642,0.7428291,0.738282,0.7384368,0.7423454,0.7344408,15.740793228149414,2026-04-06T18:05:15.029620
1775469914932286,-0.008371357,-0.051454984,-2.838994,-0.0014291408,0.003291287,0.017731903,-0.0015006985,-0.0031794177,0.019947065,-0.0011919457,0.00053472305,0.0007511617,0.66947794,-0.0002730626,0.00013888728,0.74283195,0.7385595,0.7381959,0.74222136,0.73465276,15.740793228149414,2026-04-06T18:05:15.041278
1775469914944286,-0.008434223,-0.051409367,-2.838978,-0.0014815166,0.0033074191,0.01781704,-0.0012873245,-0.0011890064,0.016923992,-0.0017257334,0.00039064535,0.0006724841,0.669475,-0.00027839377,0.00013536768,0.74283457,0.7381914,0.7383138,0.7421929,0.73449385,15.740193367004395,2026-04-06T18:05:15.049608
1775469914952286,-0.008496478,-0.051363558,-2.838959,-0.0015098348,0.0033351113,0.017861791,0.0015886221,0.00035009155,0.011702067,-0.0018122,0.0012117275,-0.00047688067,0.6694755,-0.00028642378,0.00013381864,0.7428341,0.73808867,0.73849034,0.7420012,0.73473483,15.740193367004395,2026-04-06T18:05:15.061509
1775469914964286,-0.008665056,-0.051320467,-2.8389373,-0.0016006083,0.003299866,0.018083721,0.0007377789,-0.0067591835,0.019093508,-7.9198864e-05,0.0016772858,-0.0007982438,0.66947705,-0.0002983946,0.00014047694,0.74283266,0.7383493,0.73838943,0.7418057,0.7350157,15.739593505859375,2026-04-06T18:05:15.069743
1775469914972286,-0.008748094,-0.051298533,-2.8389208,-0.0016594504,0.0032716035,0.018175336,0.00021509799,-0.0039384505,0.018166842,8.676216e-05,0.001932816,-0.00040938344,0.66947705,-0.00030345388,0.00014701403,0.7428327,0.7382812,0.7382602,0.7417297,0.7348525,15.739593505859375,2026-04-06T18:05:15.081514
1775469914984286,-0.008830209,-0.051276274,-2.8389008,-0.0016842966,0.0032583624,0.018254198,0.0042747394,-0.0020386223,0.016386153,0.00013997425,0.00085065834,0.00039441226,0.6694746,-0.00030517447,0.00015083664,0.7428349,0.73853827,0.7380522,0.74216616,0.7344969,15.738993644714355,2026-04-06T18:05:15.090437
1775469914992286,-0.008924038,-0.051272098,-2.8389046,-0.0017544838,0.0031682404,0.018283064,0.00047529128,-0.009754639,0.011634081,-0.00012546324,0.00018771649,-1.6967773e-05,0.6694734,-0.00030565372,0.00015211148,0.742836,0.73842394,0.73822135,0.7421833,0.73454005,15.738993644714355,2026-04-06T18:05:15.101675
1775469915004286,-0.009109038,-0.05126297,-2.838901,-0.001891204,0.0030407163,0.01844452,0.00068701315,-0.0059880316,0.016376374,-0.0007691643,-0.0003345907,0.00030104266,0.66947275,-0.000311673,0.0001509479,0.74283653,0.73836106,0.73813146,0.74216485,0.7343432,15.738393783569336,2026-04-06T18:05:15.110069
1775469915016286,-0.009200328,-0.05125805,-2.8388932,-0.0019461656,0.0029755977,0.018543094,0.0016850755,-0.0067125317,0.019694211,-0.00081715995,-0.0007912759,7.672899e-05,0.6694711,-0.00031107603,0.00014789471,0.7428381,0.73840606,0.73811454,0.74198735,0.7345961,15.73803424835205,2026-04-06T18:05:15.122170
